texts_good	texts_bad	field	error_type
Only  from 55 to 64 women had a bigger amount of time spent on sport.	Only  from 55 to 64 women have a bigger amount of time spent on sport.	morphology	Tense_choice
Only at ages from 55 to 64 women doatg more exercwases but the difference was quite small.	Only at ages from 55 to 64 women doatg more exercises but the difference is quite small.	morphology	Tense_choice
Only in one of the age group,, women, do more sport than men, from 55 to 64 years, in every other group,, men, are in the lead.	Only in one of the age groups, women, do more sport than men, from 55 to 64 years, in every other groups, men, are in the lead.	morphology	Noun_number
Only manufactured goods have both ways of transportation in the same range.	Only manufactured goods have both way of transportation in the same range.	morphology	Noun_number
Only manufactured goods had the same by rail and by road transportation.	Only manufactured goods were the same by rail and by road transportation.	morphology	Tense_choice
Only the Internet and television are the reasons of many  different  and mental  problems.	Only the Internet and television are the reason of many  different  and mental  problems.	morphology	Noun_number
Only the complete ban from the future professional competitions will solve the problem, as it will encourage fear of using drugs among the sportsmen.	Only the complete ban from the future professional competition will solve the problem, as it will encourage fear of using drugs among the sportsmen.	morphology	Noun_number
Only the multinational and really large companies can spread different products and services in undeveloped countries, in some poor and farthest places.	Only the multinational and really large company can spread different products and services in undeveloped countries, in some poor and farthest places.	morphology	Noun_number
Only when I was in grade 10, the situation changes some girls felt uncomfortable and their behavior became worse than it was earlier.	Only when I was in grade 10, the situation changes some girls feel uncomfortable and their behavior became worse than it was earlier.	morphology	Tense_choice
Oppositely, men of the age 25-34 spend less  time on sport than before.	Oppositely, men of the age 25-34 spent less  time on sport than before.	morphology	Tense_choice
Or because pedestrians walk through the road looking at phones, or tracking places in navigator.	Or because pedestrians walk through the road looking at phone, or tracking places in navigator.	morphology	Noun_number
Or even There are examples when they lose humanity because money does not always have thare opportunity to heal mental illnesses and stress.	Or even There are examples when they lost humanity because money does not always have thare opportunity to heal mental illnesses and stress.	morphology	Tense_choice
Or in another case, replacement  small businesses can  cause  a higher level  uneducated labour force.	Or in another case, replacement  small business can  cause  a higher level  uneducated labour force.	morphology	Noun_number
Or would it be more effective if governments helped only their citizens?	Or would it be more effective if governments help only their citizens?	morphology	Tense_choice
Original versions have better quality, but pirate files are like broken glass.	Original version have better quality, but pirate files are like broken glass.	morphology	Noun_number
Os for the woman, it could be seen almost the same dimension as men have.	Os for the woman, it can be seen almost the same dimension as men have.	morphology	Tense_choice
Os for the woman, it can be seen almost the same dimension as men had.	Os for the woman, it can be seen almost the same dimension as men have.	morphology	Tense_choice
The other 3 segments are approximately equal and demonstrate  that English people used electricity in the afternoon more often than in morning hours.	The other 3 segments are approximately equal and demonstrate  that English people use electricity in the afternoon more often than in morning hours.	morphology	Tense_choice
Other underground railway systems I want to write down in order of date of opening : Paris, Tokyo, Washington DC and Kyoto , so they were opened in 1900,	Other underground railway system I want to write down in order of date of opening : Paris, Tokyo, Washington DC and Kyoto , so they were opened in 1900,	morphology	Noun_number
Other age groups did sport less with the increasing of age.	Other ages groups did sport less with the increasing of age.	morphology	Noun_number
Other ages groups did sports less with the increasing of age.	Other ages groups did sport less with the increasing of age.	morphology	Noun_number
Others believe that it is possible to change character by developing our minds and physicality.	Other believe that it is possible to change character by developing our minds and physicality.	morphology	Noun_number
Other categories do not have significant differences and were equal for about 6-28%, and percentage difference between numbers in both categories were less than 8%.	Other categories do not have significant differences and were equal for about 6-28%, and percentage difference between number in both categories were less than 8%.	morphology	Noun_number
Other countries such as Turkey, Greece and USA accounted to the number, which was less than 5 million of UK vwasitors.	Other countries such as Turkey, Greece and USA accounted to the number, which is less than 5 million of UK visitors.	morphology	Tense_choice
The others find this idea absurd.	Other find this idea absurd.	morphology	Noun_number
Other governments  that are members of UN helped such countries to reestablish economy  refresh the countries' security.	Other governments  that are members of UN helped such countries to reestablish economy  refresh the country's security.	morphology	Noun_number
The other important reason was receiving updates -  39 per cent by women and men.	The other important reason is receiving updates -  39 per cent by women and men.	morphology	Tense_choice
Other interesting thing on what we can pay attantion describing this chart is changing the differences in men's and women's time average.	Other interesting thing on what we can pay attantion describing this chart is changing the differences in man's and women's time average.	morphology	Noun_number
Other markets were not popular enough.	Other markets are not popular enough.	morphology	Tense_choice
Other measures are required, for instance, people must find a balance between their jobs and personal life, find time for sport.	Other measures are required, for instance, people must find a balance between their job and personal life, find time for sport.	morphology	Noun_number
Other measures are required, for instance, people must find a balance between their job and personal lives, find time for sport.	Other measures are required, for instance, people must find a balance between their job and personal life, find time for sport.	morphology	Noun_number
Other people can say that it is not such a huge amount of money because people who have such kind of profession have good salaries.	Other people can say that it is not such a huge amount of money because people who have such kind of profession have good salary.	morphology	Noun_number
Other percentage numbers were almost 20, 20 and 10 percent that suit Blackberry, Samsung and HTC respectively.	Other percentage numbers are almost 20, 20 and 10 percent that suit Blackberry, Samsung and HTC respectively.	morphology	Tense_choice
Other regions did not reflect striking difference between boys and girls.	Other regions do not reflect striking difference between boys and girls.	morphology	Tense_choice
The other reson was  lerning bout wys to help others hs 35 per cent ruon women nd 25 per cent round men.	The other reson is  lerning bout wys to help others hs 35 per cent ruon women nd 25 per cent round men.	morphology	Tense_choice
Other regions were in between those two.	Other regions are in between those two.	morphology	Tense_choice
Other regions had the differences between 2014 and 2015.	Other regions have the differences between 2014 and 2015.	morphology	Tense_choice
Other regions mediated between North Africa and South Asia.	Other regions mediate between North Africa and South Asia.	morphology	Tense_choice
Others say that this would not have a significant effect on the public health and there are better ways to reach it.	Other say that this would not have a significant effect on the public health and there are better ways to reach it.	morphology	Noun_number
Other than that, it should also be mentioned that people aged 16-24 exercised twice more than their relatively older part of the population, but generally speaking, men and women between 16-54 have a significant advantage in the amount of time spent on sports from the age group, which is commonly referred than the 'older population'.	Other than that, it should also be mentioned that people aged 16-24 exercise twice more than their relatively older part of the population, but generally speaking, men and women between 16-54 have a significant advantage in the amount of time spent on sports from the age group, which is commonly referred than the 'older population'.	morphology	Tense_choice
Other than that, it should also be mentioned that people aged 16-24 exercise twice more than their relatively older part of the population, but generally speaking, men and women between 16-54 had a significant advantage in the amount of time spent on sports from the age group, which is commonly referred than the 'older population'.	Other than that, it should also be mentioned that people aged 16-24 exercise twice more than their relatively older part of the population, but generally speaking, men and women between 16-54 have a significant advantage in the amount of time spent on sports from the age group, which is commonly referred than the 'older population'.	morphology	Tense_choice
The other thing is that if we compare this number between men and women, we can see that men spent more time for sport and exercise at every ages, but only at the ages of 55-64 women spent little bit more time.	The other thing is that if we compare this number between men and women, we can see that men spent more time for sport and exercise at every age, but only at the age of 55-64 women spent little bit more time.	morphology	Noun_number
Other thing is that salaries in supermarket is up to double if compare with the salaries in a minimarket.	Other thing is that salary in supermarket is up to double if compare with the salary in a minimarket.	morphology	Noun_number
Others think otherwise and strongly believe that local businesses have more advantages and benefits to the community.	Others think otherwise and strongly believe that local business have more advantages and benefits to the community.	morphology	Noun_number
Others think than small local businesses are more important than multinational corporations.	Others think than small local business are more important than multinational corporations.	morphology	Noun_number
Others think that this way will not have a lot of impact , and other things should be done.	Others think that this way has not a lot of impact , and other things should be done.	morphology	Tense_choice
Others want to relax and have standard salary.	Others wanted to relax and have standard salary.	morphology	Tense_choice
Others would debate that the development of online means of commerce does not diminish the importance of the system of bans, fines or other punishments.	Others would debate that the development of online means of commerce does not diminish the importance of the system of bans, fines or other punishment.	morphology	Noun_number
Otherwise the rate of unemployed citizens in Europe increased from 7.5% to 7.9% during the given period.	Otherwise the rate of unemployed citizens in Europe increase from 7.5% to 7.9% during the given period.	morphology	Tense_choice
In addition, during 5 years, from 2000 to 2005, the number of boys has climbed sharply from 21 to 25 per cent, while the percentage of girls gradually rose nearly 22 per cent.	In addition, during 5 years, from 2000 to 2005, the number of boys climbed sharply from 21 to 25 per cent, while the percentage of girls gradually rose nearly 22 per cent.	morphology	Tense_choice
Similarly, if only three boys decided to enter Foreign language department it would mean that only three places would be available for girls in spite of the total number of empty places.	Similarly, if only three boys would decide to enter Foreign language department it would mean that only three places would be available for girls in spite of the total number of empty places.	morphology	Tense_choice
Otherwise, some great uprisings might appear in the country because people are not pleased with what  they get from the government.	Otherwise, some great uprisings might appear in the country because people will not be pleased with what  they get from the government.	morphology	Tense_choice
On the other hand, there are some people that think that cheaters should be banned permanently and they should not ever have a chance to continue their sport career.	On the other hand, there are some people that think that cheaters should be banned permanently and they should not ever had a chance to continue their sport career.	morphology	Tense_choice
Our century is known not only as the time of innovations, progress and comfortable life but as the time of unclear environment and unhealthy population.	Our century is known not only as the time of innovation progress and comfortable life but as the time of unclear environment and unhealthy population.	morphology	Noun_number
Our daily life needs to be improved.	Our daily life needed to be improved.	morphology	Tense_choice
Our government noticed it and restrict freedom to have a say.	Our government notice it and restrict freedom to have a say.	morphology	Tense_choice
Our government notice it and restricted freedom to have a say.	Our government notice it and restrict freedom to have a say.	morphology	Tense_choice
Our life has become more comfortable with it , but there is   another side of the medal.	Our life become more comfortable with it , but there is   another side of the medal.	morphology	Tense_choice
Our projections are approved by such fact  that the number of children in Italy will probably decree , and in 2050 it will only 11,5% instead of 14%  in 2000.	Our projections are approved by such fact  that the number of children in Italy probably decree , and in 2050 it will only 11,5% instead of 14%  in 2000.	morphology	Tense_choice
Our world has become too fast and people waste their time mostly on a, career and family, and forget about themselves.	Our world became too fast and people waste their time mostly on a, career and family, and forget about themselves.	morphology	Tense_choice
Our world is too difficult and different now, so we have all kinds of art.	Our world is too difficult and different now, so we had all kinds of art.	morphology	Tense_choice
Over a period of 35-54 we can see the same trend , but at the age of 55-64 there is a change: women do sport more than men, and according to the statistics, we can see that both women and men almost leveled out.	Over a period of 35-54 we can see the same trend , but at the age of 55-64 there is a change: women do sport more than men, and according to the statistic, we can see that both women and men almost leveled out.	morphology	Noun_number
Overall proportion grows till the end of the period.	Overall proportion grows till the end of the periods.	morphology	Noun_number
Over 2014 and 2015, there was a significant variation in the level of unemployment rate in selected world regions.	Over 2014 and 2015, there is a significant variation in the level of unemployment rate in selected world regions.	morphology	Tense_choice
Over the age of 75 , males spent about 30 minutes  doing sports, while fe, males spent ly 10 minutes.	Over the age of 75 , males spent about 30 minutes  doing sports, while fe, males spent ly 10 minutes.	morphology	Noun_number
Over the course of life, the tendency to exercise decreased for both sexes.	Over the course of life, the tendency to exercise decreases for both sexes.	morphology	Tense_choice
Over the last decades, there has been a huge argument about law restrictions for musicians, writers, painters and film-makers.	Over the last decades, there was a huge argument about law restrictions for musicians, writers, painters and film-makers.	morphology	Tense_choice
More than twelve years later statistics has been changed by approximately 5 pobyts down - boys 14,5 and girls 18,2.	More than twelve years later statistic has been changed by approximately 5 pobyts down - boys 14,5 and girls 18,2.	morphology	Noun_number
More than twelve years later statistic had changed by approximately 5 pobyts down - boys 14,5 and girls 18,2.	More than twelve years later statistic has been changed by approximately 5 pobyts down - boys 14,5 and girls 18,2.	morphology	Tense_choice
Overall, after analyzing the information, it can be stated that the amount of metals and machinery transported by rail increases significantly, while the amount of non-metallic minerals and food products transported by rail,  decreases in comparison with these goods driven by road.	Overall, after analyzing the information, it can be stated that the amount of metals and machinery transported by rail increases significantly, while the amount of non-metallic minerals and food products transported by rail,  decreases in comparison with these good driven by road.	morphology	Noun_number
Overall, it can be seen that British women over 75 spent only 10 minutes , but men still had a higher number.	Overall, it can be seen that British women over 75 spent only 10 minutes , but men still have a higher number.	morphology	Tense_choice
Overall,  it can be seen that the biggest market of all kinds of books was located in the USA.	Overall,  it can be seen that the biggest market of all kinds of books is located in the USA.	morphology	Tense_choice
Overall it is important to notice that large companies are useful for a country's economy, but it is crucial for governments to give support for local companies to have a stable ecnomics.	Overall it is important to notice that large companies are useful for a country's economy, but it is crucial for government to give support for local companies to have a stable ecnomics.	morphology	Noun_number
Overall numbers are less significant in Germany: 20% in 1980, fell from 19% in 1985 to 13% in 1990 and to 11% in 1995.	Overall numbers are less significant in Germany: 20% in 1980, fall from 19% in 1985 to 13% in 1990 and to 11% in 1995.	morphology	Tense_choice
Overall the older people, the less time they spend on exercise.	Overall the older people, the less time they spend on exercises.	morphology	Noun_number
Overall, there was an obvious steep rwase in the percentage of students studying for interest as the age group getting older.	Overall, there is an obvious steep rise in the percentage of students studying for interest as the age group getting older.	morphology	Tense_choice
Overall, there is an obvious steep rise in the percentage of students studying for interest as the age group were getting older.	Overall, there is an obvious steep rise in the percentage of students studying for interest as the age group getting older.	morphology	Tense_choice
The overall trend is as follows: the higher the age, the less time is dedicated to doing sports.	The overall trend is as follows: the higher the age, the less time is dedicated to doing sport.	morphology	Noun_number
The overall trend is that, with increasing age, people devote much less time to sports.	The overall trend is that, with increasing age, people devoted much less time to sports.	morphology	Tense_choice
Overall trends vary, however, eBook markets in all four countries were expected to grow by 2018.	Overall trends vary, however, eBook markets in all four countries are expected to grow by 2018.	morphology	Tense_choice
Overall, we can see that men spent more time doing sports than women does in all age groups, though it is quite smooth for people between 35 and 74.	Overall, we can see that men spend more time doing sports than women does in all age groups, though it is quite smooth for people between 35 and 74.	morphology	Tense_choice
Overall, we can see that men spend more time doing sports than women did in all age groups, though it is quite smooth for people between 35 and 74.	Overall, we can see that men spend more time doing sports than women does in all age groups, though it is quite smooth for people between 35 and 74.	morphology	Tense_choice
Overall, we can see that men spend more time doing sports than women does in all age groups, though it was quite smooth for people between 35 and 74.	Overall, we can see that men spend more time doing sports than women does in all age groups, though it is quite smooth for people between 35 and 74.	morphology	Tense_choice
Overall, (approximately) in all regions more children got access to primary education in 2012.	Overall, (approximately) in all regions more children get access to primary education in 2012.	morphology	Tense_choice
Overall,  most women received diplomas.	Overall,  most women have received diplomas.	morphology	Tense_choice
Overall, Africa had with the largest proportions of children who did not have  access to primary education, it is comparable even with the world figure.	Overall, Africa has with the largest proportions of children who did not have  access to primary education, it is comparable even with the world figure.	morphology	Tense_choice
Overall, Facebook became less popular among users, and reasons for using it are slightly different for two genders.	Overall, Facebook becomes less popular among users, and reasons for using it are slightly different for two genders.	morphology	Tense_choice
Overall, Facebook becomes less popular among users, and reasons for using it were slightly different for two genders.	Overall, Facebook becomes less popular among users, and reasons for using it are slightly different for two genders.	morphology	Tense_choice
Overall, I think that authorities should punish people who use music and films in illegal ways.	Overall, I think that authorities should punish people who use music and film in illegal ways.	morphology	Noun_number
Overall, I would like to say that the number of children without access is decreasing all over the world.	Overall, I would like to say that the number of children without access decrease all over the world.	morphology	Tense_choice
Overall, Northern Africa had the highest unemployment rate, but Southern Asia had the lowest level of this figure in both periods.	Overall, Northern Africa had the highest unemployment rate, but Southern Asia has the lowest level of this figure in both periods.	morphology	Tense_choice
Overall, S. Asia had the smallest level of unemployed people while N. Africa had the biggest one.	Overall, S. Asia has the smallest level of unemployed people while N. Africa has the biggest one.	morphology	Tense_choice
Overall, S. Asia had the smallest level of unemployed people while N. Africa had the biggest one.	Overall, S. Asia has the smallest level of unemployed people while N. Africa has the biggest one.	morphology	Tense_choice
Overall, the USA in book market development is a leader now and was predicted to  be in 2018.	Overall, the USA in book market development is a leader now and will be in 2018.	morphology	Tense_choice
Overall, Yemen and Italy have different tendencies in changing of percentage of people in different age.	Overall, Yemen and Italy have different tendency in changing of percentage of people in different age.	morphology	Noun_number
Overall, a chart shows that in the majority of age groups men do sport more often than women as well as younger people exercise more than elder people.	Overall, a chart shows that in the majority of age groups men do sport more often than women as well as younger people exercises more than elder people.	morphology	Noun_number
Overall, a downward trend with age can be seen in both males and females.	Overall, a downward trend with age can be seen in both male and female.	morphology	Noun_number
Overall, a downward trend with age can be seen in both male and females.	Overall, a downward trend with age can be seen in both male and female.	morphology	Noun_number
Overall, a great proportion of men did sport between the ages of 16 and 24.	Overall, a great proportion of men do sport between the ages of 16 and 24.	morphology	Tense_choice
Overall, a great proportion of men do sports between the ages of 16 and 24.	Overall, a great proportion of men do sport between the ages of 16 and 24.	morphology	Noun_number
Overall, the young group of people spent a lot of time doing sports, while other groups spent the less time, and  the older you are,  the less time you will spent doing sports.	Overall, the young group of people spent a lot of time doing sports, while other groups spent the less time, and  the older you are,  the less time you will spent doing sports.	morphology	Tense_choice
Overall, the young group of people spent a lot of time doing sports, while other groups spent the less time, and  the older you are,  the less time you will spent doing sports.	Overall, the young group of people spent a lot of time doing sports, while other groups spent the less time, and  the older you are,  the less time you will spent doing sports.	morphology	Tense_choice
Overall, about a quarter of goods transported both by rail and by road was represented by manufactured goodss.	Overall, about a quarter of goods transported both by rail and by road is represented by manufactured goodss.	morphology	Tense_choice
Overall, according to the data on the chart, it can be said that the time of men engaged in sports activities of the age of 16 years to 24 years was the highest among two genders.	Overall, according to the data on the chart, it can be said that the time of men engaged in sport activities of the age of 16 years to 24 years was the highest among two genders.	morphology	Noun_number
Overall, according to the diagram the number of children who didn't have an access to primary education had declined since 2000 to 2012.	Overall, according to the diagram the number of children who don't have an access to primary education had declined since 2000 to 2012.	morphology	Tense_choice
Overall, after analysing the charts, it could be noticed that during the period from 2012 to 2013 men tended to use Facebook more with mobile phones than with desktops, whereas women were more comfortable with using desktops.	Overall, after analysing the charts, it could be noticed that during the period from 2012 to 2013 men tended to use Facebook more with mobile phones than with desktops, whereas women are more comfortable with using desktops.	morphology	Tense_choice
Overall, after analysing the graph, it can be said that the percentage of people, whose age is 65 and over increases in all the countries given.	Overall, after analysing the graph, it can be said that the percentage of people, whose age is 65 and over increased in all the countries given.	morphology	Tense_choice
Overall, after analysing the information given, it can be stated that both minimum and maximum temperatures in Russian city demonstrate a significant growth in summer monthss and dramatic decline in winter monthss, while in Brazilian city minimum and maximum temperatures fluctuate between 20 and 30 degrees in their summer monthss and 20 and 25 degrees in their winter months.	Overall, after analysing the information given, it can be stated that both minimum and maximum temperatures in Russian city demonstrate a significant growth in summer months and dramatic decline in winter months, while in Brazilian city minimum and maximum temperatures fluctuate between 20 and 30 degrees in their summer months and 20 and 25 degrees in their winter month.	morphology	Noun_number
Overall, after mid 80s the graph for both visits to and from the UK started to grow.	Overall, after mid 80s the graph for both visits to and from the UK starts to grow.	morphology	Tense_choice
Overall, after its appearance, the Internet was becoming  more popular every year not only in big cities, but also in the countryside.	Overall, after its appearance, the Internet became more popular every year not only in big cities, but also in the countryside.	morphology	Tense_choice
Overall, almost in every age category  men spend more time on sport than women, but re are some exceptions.	Overall, almost in every age category  men spend more time on sport than women, but re are some exception.	morphology	Noun_number
Overall, approximately the same number of students attended all three courses, but in each of the course predominant ages differ.	Overall, approximately the same number of students attend all three courses, but in each of the course predominant ages differ.	morphology	Tense_choice
Overall, as can be seen from the graph the sum of the investment in this field reaches a peak of 279 billions of dollars in 2011.	Overall, as can be seen from the graph the sum of the investment in this field reached a peak of 279 billions of dollars in 2011.	morphology	Tense_choice
Overall, as can be seen from the graph, N. Africa had the most striking rate of unemployment both in 2014 and 2015.	Overall, as can be seen from the graph, N. Africa has got the most striking rate of unemployment both in 2014 and 2015.	morphology	Tense_choice
Overall, as can be seen the amount of investment steadily increased to 2011 and after that it began slightly decline to 2013.	Overall, as can be seen the amount of investment steadily increased to 2011 and after that it begins slightly decline to 2013.	morphology	Tense_choice
Overall, as it can be analysed from the data provided, Facebook was the most popular in March 2012, and, as it can be observed from the second chart, women used different features of this website more often than men and thereby are more involved into this social network.	Overall, as it can be analysed from the data provided, Facebook was the most popular in March 2012, and, as it can be observed from the second chart, women use different features of this website more often than men and thereby are more involved into this social network.	morphology	Tense_choice
Overall, as it can be analysed from the data provided, Facebook was the most popular in March 2012, and, as it can be observed from the second chart, women use different features of this website more often than men and thereby were more involved into this social network.	Overall, as it can be analysed from the data provided, Facebook was the most popular in March 2012, and, as it can be observed from the second chart, women use different features of this website more often than men and thereby are more involved into this social network.	morphology	Tense_choice
Overall, as it is shown by tables, there were certain trends in different employment wereas between male and female workers.	Overall, as it is shown by tables, there are certain trends in different employment areas between male and female workers.	morphology	Tense_choice
Overall, the average time spent doing sport and physical exercise was the highest  for 16-24 year men and woman in England in 2012.	Overall, the average time spent doing sport and physical exercises was the highest  for 16-24 year men and woman in England in 2012.	morphology	Noun_number
Overall, the average time spent doing sport and physical exercises was the highest  for 16-24 year men and women in England in 2012.	Overall, the average time spent doing sport and physical exercises was the highest  for 16-24 year men and woman in England in 2012.	morphology	Noun_number
Overall, both India and China underwent an upward trend in the given period of time, while the percentage of energy got by fossil fuels in Sweden and the United States was gradually decreasing.	Overall, both India and China underwent upward trends in the given period of time, while the percentage of energy got by fossil fuels in Sweden and the United States was gradually decreasing.	morphology	Noun_number
Overall, both of countries - Sweden and the USA, developing stable and Japan's line had the another character, but it had the highest score in spite the fact it had slow speed of increase.	Overall, both of countries - Sweden and the USA, developing stable and Japan's line had the another character, but it had the highest score in spite the fact it's slow speed of increase.	morphology	Tense_choice
Overall, both trends for men and women decreased as people getting older.	Overall, both trends for men and women decrease as people getting older.	morphology	Tense_choice
Overall, both trends for men and women decrease as people got older.	Overall, both trends for men and women decrease as people getting older.	morphology	Tense_choice
Overall, boys  more likely to suffer obesity than girls as well as  prone to exercise more , showing the highest ratings in 2005 both in overweight problems and in physical activity.	Overall, boys  more likely to suffer obesity than girls as well as  prone to exercise more , showing the highest ratings in 2005 both in overweight problems and in physical activity.	morphology	Tense_choice
Overall, by 2012 the situation with these children had become better in all countries, but in Africa still a lot of children have no available education and in South Asia this number is lower.	Overall, by 2012 the situation with these children became better in all countries, but in Africa still a lot of children have no available education and in South Asia this number is lower.	morphology	Tense_choice
Overall, by 2012 year the number of children without access to education had a negative trend in all three regions.	Overall, by 2012 year the number of children without access to education has a negative trend in all three regions.	morphology	Tense_choice
Overall, by observing the charts, it can be seen that Yemen and Italy have a different tendencies of growing or decreasing the amount of population.	Overall, by observing the charts, it can be seen that Yemen and Italy have a different tendency of growing or decreasing the amount of population.	morphology	Noun_number
Overall, by the end of the first mentioned period, the number of children or teenagers that had extremely big weight had increased.	Overall, by the end of the first mentioned period, the number of children or teenagers that had extremely big weight was increased.	morphology	Tense_choice
Overall, comparison of sports activity shows that, mostly, men are more interested in doing exercise than women.	Overall, comparison of sports activity shows that, mostly, men are more interested in doing exercises than women.	morphology	Noun_number
Overall, according to the chart and the table the percentage of girls who gained weight from 1985 to 2005 prevailed over the amount of overweight boys.	Overall, according to the chart and the table the percentage of girls who have gained weight from 1985 to 2005 prevailed over the amount of overweight boys.	morphology	Tense_choice
Overall, during the whole period Apple profit remains the highest among different firms and the shweres of profit of other smartphones were not very big.	Overall, during the whole period Apple profit remains the highest among different firms and the shares of profit of other smartphones are not very big.	morphology	Tense_choice
Overall, even from the first look, we can spot the brilliant progress of Japan , which used to be the worst of these three countries in 1940 and will manage to become the first by 1940.	Overall, even from the first look, we can spot the brilliant progress of Japan , which used to be the worst of these three countries in 1940 and managed to become the first by 1940.	morphology	Tense_choice
Overall, for people of both genders there is an inverse relationship between the time spent doing sport and exercise and the age of people.	Overall, for people of both genders there is an inverse relationship between the time spent doing sport and exercises and the age of people.	morphology	Noun_number
Overall, from 2010 to 2015 no one company had more than a half of the share profits, but Apple has shows a dramatic increase, gaining more than 90% in 2015.	Overall, from 2010 to 2015 no one company has had more than a half of the share profits, but Apple has shows a dramatic increase, gaining more than 90% in 2015.	morphology	Tense_choice
Overall, from 2010 to 2015 no one company has had more than a half of the share profits, but Apple showed a dramatic increase, gaining more than 90% in 2015.	Overall, from 2010 to 2015 no one company has had more than a half of the share profits, but Apple has shows a dramatic increase, gaining more than 90% in 2015.	morphology	Tense_choice
Overall, from the bar chart it can be clearly seen that the unemployment level in such regions as N. Africa and S. Asia and also worldwide remained stable within 2014 and 2015.	Overall, from the bar chart it can be clearly seen that the unemployment level in such regions as N. Africa and S. Asia and also worldwide remains stable within 2014 and 2015.	morphology	Tense_choice
Overall, graph shows that men typically spent more time on sport than women and younger people also tend to do sports more often.	Overall, graph shows that men typically spend more time on sport than women and younger people also tend to do sports more often.	morphology	Tense_choice
Overall, graph shows that men typically spend more time on sport than women and younger people also tended to do sports more often.	Overall, graph shows that men typically spend more time on sport than women and younger people also tend to do sports more often.	morphology	Tense_choice
Overall, heavy goods, such as metals, machinery, were transported by rail, besides, smaller goods, such as food products, chemicals were transported by road.	Overall, heavy goods, such as metal, machinery, were transported by rail, besides, smaller goods, such as food products, chemicals were transported by road.	morphology	Noun_number
Overall, in 2013 people started to use the mobile version of Facebook more often,  sharing videos and photos with each other as the main purpose of using this social network.	Overall, in 2013 people start to use the mobile version of Facebook more often,  sharing videos and photos with each other as the main purpose of using this social network.	morphology	Tense_choice
Overall, in 2015 China began to use the most amount of energy from fossil fuels, approximately 88%, while Sweden had another trend.	Overall, in 2015 China began to use the most amount of energy from fossil fuels, approximately 88%, while Sweden has another trend.	morphology	Tense_choice
Overall, in Indonesia and Australia the percentages of male and female workers are very various.	Overall, in Indonesia and Australia the percentage of male and female workers are very various.	morphology	Noun_number
Overall, in all groups except one, men used to exercise more than women.	Overall, in all group exept one, men used to exercise more than women.	morphology	Noun_number
Overall, in all regions during the period more girls than boys could not attend primary school.	Overall, in all regions during the period more girls than boys cannot attend primary school.	morphology	Tense_choice
Overall, in both countries the the percentage of working women was higher than the percentage of working men, but in both countries men tend to do work which requires physical activity such as industry, while more women choose to work in services.	Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tend to do work which requires physical activity such as industry, while more women choose to work in services.	morphology	Tense_choice
Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tended to do work which requires physical activity such as industry, while more women choose to work in services.	Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tend to do work which requires physical activity such as industry, while more women choose to work in services.	morphology	Tense_choice
Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tend to do work which required physical activity such as industry, while more women choose to work in services.	Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tend to do work which requires physical activity such as industry, while more women choose to work in services.	morphology	Tense_choice
Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tend to do work which requires physical activity such as industry, while more women chose to work in services.	Overall, in both countries the the percentage of working women is higher than the percentage of working men, but in both countries men tend to do work which requires physical activity such as industry, while more women choose to work in services.	morphology	Tense_choice
Overall, in four countries the print market forecast for 2018 to be more popular more popular than in 2014, while eBook market to be more popular increase in 2018.	Overall, in four countries the print market forecast for 2018 to be more popular more popular than in 2014, while eBook market to be more popular increase in 2018.	morphology	Tense_choice
Overall, in general, people spent about 100-120 minutes when doing sport.	Overall, in general, people spend about 100-120 minutes when doing sport.	morphology	Tense_choice
Overall, in some countries thwas rate was stable, in others - growing or falling.	Overall, in some countries this rate is stable, in others - growing or falling.	morphology	Tense_choice
Overall, in such difficult transport systems, the same positions had manufactured goods, chemicals and non-metallic minerals.	Overall, in such difficult transport systems, the same position had manufactured goods, chemicals and non-metallic minerals.	morphology	Noun_number
Overall, in summer days people do not use a lot of electricity, but during - winter -y need more of it, so, the amount grows rapidly.	Overall, in summer days people do not use a lot of electricity, but during - winter -y needed more of it, so, the amount grows rapidly.	morphology	Tense_choice
Overall, it is clear that the leaders for spending time for sport activity are absolutely young people, both men and women, from 16 to 24, whereas people over 75 years of both sexes did not do sport at all.	Overall, it is clear that the leader for spending time for sport activity are absolutely young people, both men and women, from 16 to 24, whereas people over 75 years of both sexes did not do sport at all.	morphology	Noun_number
Overall, it is clear that the leader for spending time for sport activities are absolutely young people, both men and women, from 16 to 24, whereas people over 75 years of both sexes did not do sport at all.	Overall, it is clear that the leader for spending time for sport activity are absolutely young people, both men and women, from 16 to 24, whereas people over 75 years of both sexes did not do sport at all.	morphology	Noun_number
Overall, it can be clearly seen that men do sport more often than women.	Overall, it can be clearly seen that men do sport more often than woman.	morphology	Noun_number
Overall, it can be clearly seen that the unemployment rate had its lowest mark in 2014, as well as in 2015 in S. Asia.	Overall, it can be clearly seen that the unemployment rate has its lowest mark in 2014, as well as in 2015 in S. Asia.	morphology	Tense_choice
