texts_good	texts_bad	field	error_type
It can be inspiration coming from celebrities, famous politicians, economists and other  persons.	It can be inspiration by celebrities, famous politicians, economists and other  persons.	semantics	Word_choice
It can be noticed in two types of transportation: by rail and by road.	It can be noticed in two types of transportation: rail cars and trucks.	semantics	Word_choice
It can be achieved by describing different professions and better understanding of how they may live when they grow up.	It can be providing an image of different professions and better understanding of how they may live when they grow up.	semantics	Word_choice
It can be seen from the chart that nearly 90% of males held a skilled vocational diploma in 1999 in contrast to 10 per cent of females.	It can be seen from the chart that nearly 90% of males held a skilled vocational diploma in 1999 compared to 10 per cent of females.	semantics	Word_choice
It can be seen that the biggest part of railway transportation was taken up by metals with 35% , while tthe second chart shows tfood production was tthe biggest part and accounts for 30%.	It can be seen that the biggest part of railway transportation was taken by metals with 35% , while tthe second chart shows tfood production was tthe biggest part and accounts for 30%.	semantics	Verb_pattern
It can be seen that in 2014 print books were more popular than eBooks in all described countries.	It can be seen that in 2014 printed books were more popular than eBooks in all described countries.	semantics	Word_choice
It can be seen that the resulting indicator for unemployment in the studied year was 5,9 constantly.	It can be seen that the indicator result for unemployment in the studied year was 5,9 constantly.	semantics	Word_choice
It can be seen, in Latin America the unemployment rate decreased from 6,8% to 5,8% and accounted 1% in 2014 and 2015.	It can be seen, in Latin America the unemployment rate decreased at 6,8% to 5,8% and accounted 1% in 2014 and 2015.	semantics	Verb_pattern
It can be seenthat youngest group of both men and women spent the most time on physical activities, over 282 min for man and nearly 114 for woman.	It can be seenthat youngest group of both men and women spent the most time to physical activities, over 282 min for man and nearly 114 for woman.	semantics	Verb_pattern
It can be stated from the graph that people used desktop actively to connect to Facebook both in 2012 (150 million of users) and 2013 (135 million of users).	It can be stated from the graph that people used desktop actively to follow Facebook both in 2012 (150 million of users) and 2013 (135 million of users).	semantics	Word_choice
It can contribute to a proper upbringing of children - they will learn how to sympathise with others.	It can contribute to a proper upbringing of children - they will learn how to sympathise to others.	semantics	Verb_pattern
It consist of improvement and development of public medicine.	It consist of improvement and development of social medicine.	semantics	Word_choice
It causes a big problem: any cataclysm will be crucial: nobody can theylp, because they want to produce food for themselves.	It causes a big problem: any cataclysm will be crucial: nobody can theylp, because they wants produce food for themselves.	semantics	Verb_pattern
It depends on various factors and has a lot of advantages and disadvantages, but it's still being a hard question .	It depends from various factors and has a lot of advantages and disadvantages, but it's still being a hard question .	semantics	Verb_pattern
It depends on the way we are taugth , it depends on  family.	It depends on the way we are taugth , it depends from family.	semantics	Verb_pattern
It assigns us on us social roles, it can help us to an outstanding career and at the same time, it can punush us just for a little mustake and put down us right to the bottom of the society.	It dictates us social roles, it can help us to an outstanding career and at the same time, it can punush us just for a little mustake and put down us right to the bottom of the society.	semantics	Verb_pattern
It doesn't mean that a child constantly argues with his or her family and doesn't listen to them at all.	It doesn't mean that a child constantly argues with his or her family and doesn't listen them at all.	semantics	Verb_pattern
There exists an opinion that buildings created by architects must be pleasant to eyes.	There exists an opinion that buildings created by architects must to be pleasant to eyes.	semantics	Verb_pattern
It has 50 billions increase between 1995 and 2002 compared to only 20-25 billions increase of calls provided by local fixed line.	It has 50 billions gap between 1995 and 2002 compared to only 20-25 billions gap of calls provided by local fixed line.	semantics	Word_choice
It has 50 billions increase between 1995 and 2002 compared to only 20-25 billions increase of calls provided by local fixed line.	It has 50 billions gap between 1995 and 2002 compared to only 20-25 billions gap of calls provided by local fixed line.	semantics	Word_choice
There are reasons for thinking this way because workers spent their time and labour to make or develop films, music or soft, and they need to get money for their job.	It has some reasons because workers spent their time and labour to make or develop films, music or soft, and they need to get money for their job.	semantics	Word_choice
It helps the world to become better.	It helps the world become better.	semantics	Verb_pattern
It helps to make economies more effective, provides people with more variety of food and makes international companies compete so they become more effective and cheaper.	It helps to make economies more effective, provides people with more variety of food and makes international companies to compete so they become more effective and cheaper.	semantics	Verb_pattern
It influences on ir mind and n teacher at  school tells my mor that my sisters demonstrate really horrible behaviour.	It influences on ir mind and n teacher at  school tells my mor that my sisters have really horrible behaviour.	semantics	Word_choice
They is 2,6 billion dollars for printed books and 1,8 billion for the electronic ones (the difference of approximately 1.5 times).	They is 2,6 billion dollars for printed books and 1,8 billion for the electronic ones (approximately 05% of difference).	semantics	Word_choice
It is a common knowledge that a lot of people think that using of modern technology damages the environment, people's life and their health. There lots of discussions about this problem, but the most popular is about increasing number of health. problems.	It is a common knowledge that a lot of people think that using of modern technology damages to the environment, people's life and their health. There lots of discussions about this problem, but the most popular is about increasing number of health. problems.	semantics	Verb_pattern
It is a good thing when you can teach somebody or help  our nature.	It is a good thing when you can teach somebody or help to our nature.	semantics	Verb_pattern
It is a  responsibility of adults to suggest solutions and make decisions to solve it.	It is a great debt for adults to suggest solutions and make decisions to solve it.	semantics	Word_choice
It is a really important thing for people to be able to travel by plane, that is why we should do everything not to let us lose this opportunity.	It is a really important thing for people to be able to travel by plane, that is why we should do everything not to let us to loos this opportunity.	semantics	Verb_pattern
It is agreed that humanity can reduce the level of gases into the air by reducing the number of flights.	It is agreed that humanity can reduce the injection of gases into the air by reducing the number of flights.	semantics	Word_choice
It is all about the feelings: when you spend your daily evenings with your family and friends, fall in love, get married or have a child - for all this things you do not have to pay moneyto have emotions.	It is all about the feelings: when you spend your daily evenings with your family and friends, fall in love, get married or have a child - for all this things you do not have to pay money, only emotions.	semantics	Word_choice
It is also necessary to add to the school timetable a special subject where children will be told about the dangerous effect of cigarettes  the terrible consequences of drinking alcohol, smoking and taking drugs.	It is also necessary to add in the school timetable a special subject where children will be told about the dangerous effect of cigarettes  the terrible consequences of drinking alcohol, smoking and taking drugs.	semantics	Verb_pattern
It is also worth pointing out that violent and mentally ill people will be isolated from the society for a longer period and this increases the safety of civilians.	It is also worth pointing that violent and mentally ill people will be isolated from the society for a longer period and this increases the safety of civilians.	semantics	Verb_pattern
Some people believe that we  should travel by plane only in emergency cases.	It is believed by some that people should travel by plane only in emergency cases.	semantics	Word_choice
It is believed that a big amount of these facilities will increase the proportion of healthy people while some people claim that the influence of such tools is not so huge.	It is believed that a big amount of these facilities will increase the rate of healthy people while some people claim that the influence of such tools is not so huge.	semantics	Word_choice
It is believed that after this period they will be unaddicted and clear and will not any consequences.	It is believed that after this period they will be free and clear and will not any consequences.	semantics	Word_choice
It is believed that after this period they will be free and clean and will not any consequences.	It is believed that after this period they will be free and clear and will not any consequences.	semantics	Word_choice
It is believed that it is difficult for a one particular country to help all the people in the world, and that the government should pay more attention only to its own country.	It is believed that it is difficult for a one particular country helps all the people in the world, and that the government should pay more attention only to its own country.	semantics	Verb_pattern
It is believed that it will be more effective to start learning foreign language in the childhood before going to the secondary school.	It is believed that it will be more effective to start learning of foreign language in the childhood before going to the secondary school.	semantics	Verb_pattern
It is believed that many decades ago women should not have a job their duties were house-keeping cooking and upbringing their children.	It is believed that many decades ago women should not had a job their duties were house-keeping cooking and upbringing their children.	semantics	Verb_pattern
It is better to to have less money and to be very healthy and happy than to have much work and 3 days off per year.	It is better to to have less money and to be very healthy and happy than to have much work and 3 days of week-end per year.	semantics	Word_choice
It is better to have more free time and do what makes you feel happy and special , than just devote all your free time to working and earning money.	It is better to have more free time and do what makes you feel happy and special , than just devote all your free time working and earning money.	semantics	Verb_pattern
It is caused by TV and other devices, such as computers and e-books, which make us sit or lie almost for the whole day.	It is caused by TV and other devices, such as computers and e-books, which make sit or lie almost for the whole day.	semantics	Verb_pattern
It is clear enough that people from poor or developing countries will  agree to work for lower payment in comparison with people from well-developed neighbourhoods.	It is clear enough that people from poor or developing countries will  agree to work for lower payment comparing with people from well-developed neighbourhoods.	semantics	Word_choice
It is clear from the bar chart that the percentage of overweight children had been increasing gradually from 1985 to 2005 until the level of obese children reached its peak (25%).	It is clear from the bar chart that the percentage of overweight children had been increasing gradually from 1985 to 2005 when the level of obese children reached its peak (25%).	semantics	Word_choice
It is clear from the charts that the sports and health courses with an average amount of students in total, compared with other courses, also has the largest majority of students in percentage, which is 62 percent of people from 26 to 40 years old.	It is clear from the charts that the sports and health courses with a medium amount of students in total, compared with other courses, also has the largest majority of students in percentage, which is 62 percent of people from 26 to 40 years old.	semantics	Word_choice
It is clear from the graph that the figures for Sweden and the USA have been rising approximately the same way throughout the period shown.	It is clear from the graph that the figures for Sweden and the USA have been rising approximately relatively throughout the period shown.	semantics	Word_choice
It is clear from the history that people dreamed of make their living places as beautiful as possible.	It is clear from the history that people dreamed to make their living places as beautiful as possible.	semantics	Verb_pattern
It is clear that the figures among women of any age are considerably lower than the the figures of men.	It is clear that the figures among women of any age are considerably lower than the the figures of male people.	semantics	Word_choice
It is clear that men in the UK spend more time than women on physical activities.	It is clear that men in the UK spend more time than women in physical activities.	semantics	Verb_pattern
It is clearly seen that people should pay attention to their health.	It is clearly seen that people should pay attention on their health.	semantics	Verb_pattern
It is clear that people need fresh air and sunlight to be healthy but also to be in good mood and peace of mind.	It is clear that people need fresh air and sunlight to be healthy but also to have good mood and peace of mind.	semantics	Word_choice
It is close to 25% of manufactured goods transported by rail.	It is close to 25% of goods produced at manufactures transported by rail.	semantics	Word_choice
It is considered so because  private companies and associations  science is developing.	It is considered so because  private companies and associations  science is developing.	semantics	Word_choice
It is crucial to mention that while a total number of visits (accounted for 350 million) in 1990 was caused by 4 reasons (borrowing/returning books, reading newspapers/magazines, studying and finding information), a total number of visits (290 million) in 2000 was caused by 5 reasons: borrowing and returning CDs (18%) had become a new reason for going to a library.	It is crucial to mention that while a total number of visits (accounted for 350 million) in 1990 comprised of 4 reasons (borrowing/returning books, reading newspapers/magazines, studying and finding information), a total number of visits (290 million) in 2000 comprised of 5 reasons: borrowing and returning CDs (18%) had become a new reason for going to a library.	semantics	Word_choice
It is crucial to mention that while a total number of visits (accounted for 350 million) in 1990 was caused by 4 reasons (borrowing/returning books, reading newspapers/magazines, studying and finding information), a total number of visits (290 million) in 2000 was caused by 5 reasons: borrowing and returning CDs (18%) had become a new reason for going to a library.	It is crucial to mention that while a total number of visits (accounted for 350 million) in 1990 comprised of 4 reasons (borrowing/returning books, reading newspapers/magazines, studying and finding information), a total number of visits (290 million) in 2000 comprised of 5 reasons: borrowing and returning CDs (18%) had become a new reason for going to a library.	semantics	Word_choice
It is ? that the USA and Japan continue their increase  in the period from 2025 and than.	It is daimed that the USA and Japan continue their increase  in the period from 2025 and than.	semantics	Word_choice
It is daimed that the USA and Japan continue their increase  in the period from 2025 and over.	It is daimed that the USA and Japan continue their increase  in the period from 2025 and than.	semantics	Word_choice
It can be deduced from the first chart that the common level of using level have dropped sharply since 2012.	It is deduced from the first chart that the common level of using level have dropped sharply since 2012.	semantics	Word_choice
It can be easily seen that the amount of people in the age of 15-59 will rise in Yemen in 2050 comparing to 2000.	It can be easily seen that the amount of people in the age of 15-59 will higher in Yemen in 2050 comparing to 2000.	semantics	Word_choice
It is evident that access to the Internet in the selected period rocketed more rapidly in rural areas, but the overall proportion was the highest among city and town citizens.	It is evident that access of the Internet in the selected period rocketed more rapidly in rural areas, but the overall proportion was the highest among city and town citizens.	semantics	Verb_pattern
It is expected that in 2018 the amount  print will fall to 4.2 billion  US dollars, while the amount  eBook will grow to 1 billion US dollars.	It is expected that in 2018 the amount  print will fall to 4.2 billion  US dollars, while the amount  eBook will grow to 1 billion US dollars.	semantics	Word_choice
It is expected that in 2018 the amount  print will fall to 4.2 billion  US dollars, while the amount  eBook will grow to 1 billion US dollars.	It is expected that in 2018 the amount  print will fall to 4.2 billion  US dollars, while the amount  eBook will grow to 1 billion US dollars.	semantics	Word_choice
It is illustrated that the largest audience of this course is the older one (45%).	It is illustrated that the bigger audience of this course is the older one (45%).	semantics	Word_choice
It is immediately apparent that the group of men at the age of 16-24 spent much more time on doing sport than any other group.	It is immediately apparent that the group of men at the age of 16-24 spent much more time doing sport than any other group.	semantics	Verb_pattern
It is important to note, that the total amount of time, spent doing sports declines as people get older.	It is important to notice, that the total amount of time, spent doing sports declines as people get older.	semantics	Word_choice
It is important to pay attentito to the tendency that average quantity of children decrease from 2000 to 2012 and this tendency is the most significant in  South Asia from 2000 to 2012  where quantity of girl who have not an opportunity to get access to primary educatito decrease in about 5 times and boys - in 2 times.	It is important to pay attentito to the tendency that average quantity of children decrease from 2000 to 2012 and this tendency is the most bright in  South Asia from 2000 to 2012  where quantity of girl who have not an opportunity to get access to primary educatito decrease in about 5 times and boys - in 2 times.	semantics	Word_choice
It is important to provide their population with their food, because it develops an economy of countries Furthermore, many countries dream to have their production for the whole population, because it means that a country does not depend on other countries for this country needs to import little products from other countries.	It is important to provide their population with their food, because it develops an economy of countries Furthermore, many countries dream to have their production for the whole population, because it means that a country does not depend from other countries for this country needs to import little products from other countries.	semantics	Verb_pattern
It is important that one for the main reason for this problem is air travelling.	It is important that one for the main reason for this occasion is air travelling.	semantics	Word_choice
It is important, that a man can choose sports, which he or she wishes.	It is important, that a man can to choose sports, which he or she wishes.	semantics	Verb_pattern
It is indeed a rather strange thing, but archaic wish to show country's masculinity, glory and power even through sport competition still exists!	It is indeed a rather strange thing, but archaic wish to show country's masculinity, glory and power even through sport competition still lives!	semantics	Word_choice
It is interesting that more than half of the demand for electricity consists of heating.	It is interesting that more than half of the demand for electricity because of heating.	semantics	Verb_pattern
It is  surprising that our activy is related to our genes, our first personalies.	It is  surprising that our activy is related to our genes, our first personalies.	semantics	Word_choice
It is like being a wild animal behind the bars, in a cage near to their natural home.	It is like to be a wild animal behind the bars, in a cage near to their natural home.	semantics	Verb_pattern
I am inclined  to saythat the second opinion has more convincing arguments that prove its relevance.	It is likely to saythat the second opinion has more convincing arguments that prove its relevance.	semantics	Word_choice
It is logical that human health depends not only on exercises  but on the diet, pollution, his or her ifestyle and even luck (for example the number of car accidents can influence trends of overall public health).	It is logical that human health depends not only on exercises  but on the diet, pollution, style of his life and even luck (for example the number of car accidents can influence trends of overall public health).	semantics	Word_choice
It is logical that human health depends not only on exercises  but on the diet, pollution, style of his life and even luck (for example the number of car accidents can influence public health statistics).	It is logical that human health depends not only on exercises  but on the diet, pollution, style of his life and even luck (for example the number of car accidents can influence trends of overall public health).	semantics	Word_choice
It is measured in minutes.	It is measured minutes.	semantics	Verb_pattern
It is much more realistic to spend this money on science and create more ecological fuel that helps avoid bad results of global warming without the reduction the amount of flights.	It is much more realistic to spend this money on science and create more ecological fuel that helps to avoid bad results of global warming without the reduction the amount of flights.	semantics	Verb_pattern
It is necessary to provide them with professional psychological help.	It is necessary to provide them professional psycological help.	semantics	Verb_pattern
It is necessary to mention Australia's female workers who  11 percent, it was more than  female workers in Indonesia, they got  8 percent.	It is necessary to mention Australia's female workers who  11 percent, it was more than  female workers in Indonesia, they got  8 percent.	semantics	Word_choice
It is necessary to mention Australia's female workers who  11 percent, it was more than  female workers in Indonesia, they accounted for  8 percent.	It is necessary to mention Australia's female workers who  11 percent, it was more than  female workers in Indonesia, they got  8 percent.	semantics	Word_choice
It is not a secret that it can turn our living conditions into those which are not suitable for organisms.	It is not a secret that it can change our living conditions which are not suitable for organisms.	semantics	Word_choice
It is not a secret that the most businessmen to their business on air travel and if air travel is unnecessary and people is choose another travel such as travel by bus (car) or by train the most businessmen is bunkrupt who have business by air tickets.	It is not a secret that the most businessmen to their business on air travel and if air travel will unnecessary and people will choose another travel such as travel by bus (car) or by train the most businessmen will bunkrupt who have business by air tickets.	semantics	Verb_pattern
It is not a secret that the most businessmen to their business on air travel and if air travel  unnecessary and people  choose another travel such as travel by bus (car) or by train the most businessmen  bunkrupt who have business by air tickets.	It is not a secret that the most businessmen to their business on air travel and if air travel will unnecessary and people will choose another travel such as travel by bus (car) or by train the most businessmen will bunkrupt who have business by air tickets.	semantics	Verb_pattern
It is noticeable that approximately in 2028 in Japan there is a large jump is expected, so the proportion would probably arise to circa 27% of inhabitants.	It is noticeable that approximately in 2028 in Japan there is a large jump supposed, so the proportion would probably arise to circa 27% of inhabitants.	semantics	Word_choice
It is noticeable that as many as 90% of men held the skilled vocational diploma, and that the majority of women held an undergraduate diploma (nearly 70%).	It is noticeable that huge 90% of men held the skilled vocational diploma, and that the majority of women held an undergraduate diploma (nearly 70%).	semantics	Word_choice
It is noticeable that all qualifications received by men biggest than those received by women.	It is noticeable that all qualifications of men biggest than those of women.	semantics	Word_choice
It is noticeble tht ll regions hve minimized the number of children who could not go to  primry school.	It is noticeble tht ll regions hve minimized the number of children who could not go to  primry school.	semantics	Verb_pattern
It is obvious that people, who earn money from legal products, want people who download or share pirate copies be punished, as it's illegal.	It is obvious that people, who earn money from legal products, want people, who download or share pirate copies to be punished, as it's illegal.	semantics	Verb_pattern
It is obvious that sports could not help in such situation alone.	It is obvious that sports could not helps in such situation alone.	semantics	Verb_pattern
It is obvious from the table that the percentage of workers in the agriculture sector in Australia is significantly smaller than in Indonesia for both men and women.	It is obvious from the table that the percentage of workers in the agriculture sector in Australia is significantly less than in Indonesia for both men and women.	semantics	Word_choice
It is obvious that increasing the number of sports available will definitely help some local areas, whereas the metropolitan areas will still be untouched because people are too busy there , and the only way to improve their health is to change their lifestyles.	It is obvious that increasing the number of sports available will definitely help to some local areas, whereas the metropolitan areas will still be untouched because people are too busy there , and the only way to improve their health is to change their lifestyles.	semantics	Verb_pattern
It is obvious that during cold days people tend to heatduringg rooms , and water , and they need more electrictheyy than than usual.	It is obvious that during cold days people tend to heatduringg rooms , and water , and they need more electrictheyy than than usual.	semantics	Verb_pattern
It is obvious that small local businesses can not afford to provide young people with the ability to get a job.	It is obvious that small local businesses can not afford to provide to young people the ability to get a job.	semantics	Verb_pattern
It is possible that inventing safe way of transport\travelling will take some time but potential advantages of this method will cover all spendings.	It is possible that inventing safe way of transportation will take some time but potential advantages of this method will cover all spendings.	semantics	Word_choice
It is possible that inventing safe way of transportation will take some time but potential advantages of this method will cover all costs\expenses.	It is possible that inventing safe way of transportation will take some time but potential advantages of this method will cover all spendings.	semantics	Word_choice
It is possible, but it is not easy because technology become a big part of our lives and we cannot stop using these things, but we can decrease time spending these gadgets.	It is possible, but it is not easy because technology become a big part of our lives and we cannot stop to using these things, but we can decrease time spending these gadgets.	semantics	Verb_pattern
It is projected that in 2018 the most  the market will be eBook (2.3 billion  US dollars) while the amount  print will decrease to 2 billion  US dollars.	It is projected that in 2018 the majority  the market will be eBook (2.3 billion  US dollars) while the amount  print will decrease to 2 billion  US dollars.	semantics	Word_choice
It is projected that in 2018 the majority  the market will be eBook (2.3 billion  US dollars) while the amount  print will decrease to 2 billion  US dollars.	It is projected that in 2018 the majority  the market will be eBook (2.3 billion  US dollars) while the amount  print will decrease to 2 billion  US dollars.	semantics	Word_choice
It is proven that air travelling contributes greatly to global warming and air pollution.	It is proven that air travelling contributes greatly global warming and air pollution.	semantics	Verb_pattern
It is quite clear that environmental pollution will reduce too.	It is quite clear that the pollution of nature will reduce too.	semantics	Word_choice
It is quite logical to fight against air pollution by inventing eco-fuel, electric cars like Tesla or improving the underground.	It is quite logical to fight air pollution by inventing eco-fuel, electric cars like Tesla or improving the underground.	semantics	Verb_pattern
It is really  to decide which opinion is more convincing.	It is really  to decide which opinion is more powerful.	semantics	Word_choice
It is scientifically proven that with increasing working hours a person becomes less productive and has a imbalance in his or her life.	It is scientifically proved that with increasing working hours a person becomes less productive and has a imbalance in his or her life.	semantics	Word_choice
It is significant that The Unated States takes The last position in that group - concerning to me, there are lots of middle - aged people there.	It is significant that The Unated States takes The last place in that group - concerning to me, there are lots of middle - aged people there.	semantics	Word_choice
It is sometimes argued whether children should begin learning foreign language in primary school or secondary school.	It is sometimes argued that children should begin learning foreign language in primary school or secondary school.	semantics	Verb_pattern
It is supposed that the Internet should provide people with an opportunity to see what they cannot see live or to hear what they cannot hear in the concert hall.	It is supposed that the Internet should provide people an opportunity to see what they cannot see live or to hear what they cannot hear in the concert hall.	semantics	Verb_pattern
It is the biggest indicator for the youngest group for people.	It is the biggest indicate for the youngest group for people.	semantics	Word_choice
It is believedthat creators of films and music lose a lot of money due to the fact that their products usually are spread on the internet illegallythat is why some people are sure that such things should be persecuted.	It is believedthat creators of films and music lose a lot of money due to the fact that these files usually are spread on the internet illegallythat is why some people are sure that such things should be persecuted.	semantics	Word_choice
It is more clear to see that in comparison with Indonesia the female workers  more in comparison withcreased in comparison with  males, however, in comparison with the same period of time the number of male workers in comparison with Australia in comparison with the same sphere is completely higher than females.	It is more clear to see that in Indonesia the female workers  more increased in  males, however, in the same period of time the number of male workers in Australia in the same sphere is completely higher than females.	semantics	Word_choice
It is more clear to see that in Indonesia the female workers  more increased in  the number of male workers, however, in the same period of time the number of male workers in Australia in the same sphere is completely higher than fethe number of male workers.	It is more clear to see that in Indonesia the female workers  more increased in  males, however, in the same period of time the number of male workers in Australia in the same sphere is completely higher than females.	semantics	Word_choice
It is unfair to make students of both gender base their orientation on universities' quota systems and choose certain subjects over another one they would have preferred to study instead due to gender limitation.	It is unfair to make students of both gender base their orientation on universities' quotations and choose certain subjects over another one they would have preferred to study instead due to gender limitation.	semantics	Word_choice
It is very important if we want to want to continue developing and to gather knowledge about what is happening around us and, most importantly, why this is happening.	It is very important if we want to continue develop and to gather knowledge about what is happening around us and, most importantly, why this is happening.	semantics	Verb_pattern
It is very widespread these days, when artists don't have to follow lots of canons, like it was a century ago.	It is very widespread these days, when artists don't have to follow lots of canons, like it was a centry before.	semantics	Word_choice
It is what everyone should choose between these two options.	It is what everyone should find between these two options.	semantics	Word_choice
It is worth mentioning that in the UK the non-white constituent of the prison population is twofold more significant than that of the general population.	It is worth mentioning that in the UK the non-white constituent of the prison population is twofold bigger than that of the general population.	semantics	Word_choice
It leads to the main decision for this problem, as it means, that to reduce the negative effect of different types of computers on people's health, they need to spend more timedoing their leisure activities apart from technology.	It leads to the main decision for this problem, as it means, that to reduce the negative effect of different types of computers on people's health, they need sped more timedoing their leisure activities apart from technology.	semantics	Verb_pattern
It leads to the development of the feeling that a crime is such a common thing that is normal to commited it because in the screen it is commited itted so often.	It leads to the development of the feeling that a crime is such a common thing that is normal to commit because in the screen it is committed so often.	semantics	Verb_pattern
It makes small businesses pay additional costs and does not allow them to develop rapidly.	It makes small businesses pay additional costs and does not allow to develop rapidly.	semantics	Verb_pattern
It makes you decide where you want to live in the future and can also influence you to study abroad.	It makes you decide where you want live in the future and can also influence you to study abroad.	semantics	Verb_pattern
these may be  problems connected with relationships among student and teacher or among students.	these may be  problems connected with relationships between student and teacher or between students.	semantics	Word_choice
It may be concluded from the chart that  any increase in using units of electricity depends on weather and other things linked with specific seasons.	It may be concluded from the chart that  any large using units of electricity depends on weather and other things linked with specific seasons.	semantics	Word_choice
It means that if 100% of boys have the highest score at the exam, only 50% of them will get the opportunity to study and it is not right , I believe.	It means that if 100% of boys have the highest score at the exam, only 50% of them will get the place and it is not right , I believe.	semantics	Word_choice
It means that modern people prefer to try the content they want to buy before purchasing it.	It means that modern people prefer try the content they want to buy before purchasing it.	semantics	Verb_pattern
It means that people with whom we spend a lot of time, whom we believe (in other words, our friends) will form our habits, points of view, ethical and aesthethical position.	It means that people with whom we spend a lot of time, to whom we believe (in other words, our friends) will form our habits, points of view, ethical and aesthethical position.	semantics	Verb_pattern
It means that some prestigious universities, for example, the main local university, can provide equal places in popular studies for young applicants.	It means that some prestigious universities, for example, the main state town's university, can provide equal places in popular studies for young applicants.	semantics	Word_choice
It means that the United Kingdom is attractive for travellers than other regions than all over the world but becomes less interesting for its` residents.	It means that the United Kingdom is attractive for travellers from other regions from all over the world but becomes less interesting for its` residents.	semantics	Word_choice
It means that there are fewer calories burnt and there is less blood circulation.	It means that there are fewer calories spent and there is less blood circulation.	semantics	Word_choice
It means that without hobbies it is hard to work every day and to do the same things at work.	It means that without hobbies it is hard to work every day and to do the same things there.	semantics	Word_choice
It means that, people need to look for the  real crime, not to sharing music and film.	It means that, people need to look at the  real crime, not to sharing music and film.	semantics	Verb_pattern
It was minimal in the 2009 and 2013 years and made up about $40Bn.	It minimizes in the 2009 and 2013 years and made up about $40Bn.	semantics	Word_choice
It requires only two airports in place A and place B.	It need only two airports in place A and place B.	semantics	Word_choice
It is one of the many reason of increase in the number of the crimes are being committed by young people.	It one of the many reason of increase in the number of the crimes are being committed by young people.	semantics	Verb_pattern
It predicts that from those  days to 2040 all figures dramatically rise and Japan would have the highest percentage number among those  three countries.	It predicts that from those  days to 2040 all figures dramatically rise and Japan would have the biggest figure among those  three countries.	semantics	Word_choice
It proves the idea that women can handle  hard intellectual jobs.	It proves the idea that women can handle with hard intellectual jobs.	semantics	Verb_pattern
It provides the information about creation date, length of ways and passengers per year.	It provides the information about date disigned, length of ways and passengers per year.	semantics	Word_choice
It rose slowly as the number of visits of people who come to the UK but in 1999 the number of visits to other countries was 52 million.	It rose slowly as the number of visits of people who come to the UK but in 1999 the number of abroad visits was 52 million.	semantics	Word_choice
It seems for me not a good solution.	It seems for me not a good decision.	semantics	Word_choice
It seems to them that making illegal copies of originals is unfair to the authors.	It seems for them that making illegal copies of originals is unfair to the authors.	semantics	Verb_pattern
It seems that Japanese people aged 65 and older will make up more than 25% of all people by 2040.	It seems that Japanese people aged 65 and older will contain more than 25% of all people by 2040.	semantics	Word_choice
It should be mentioned that local-fixed line calls reached a peak in 1999 and had 90 billion minutes.	It should be mentioned that local-fixed line calls reached a top in 1999 and had 90 billion minutes.	semantics	Word_choice
It should be noticed  that the number of people of both genders using Facebook on a desktop is higher than those using their mobile phones (150 million  of people in March 2012 comparing to almost 60 million  of users).	It should be noted that the number of people of both genders using Facebook on a desktop is higher than those using their mobile phones (150 million  of people in March 2012 comparing to almost 60 million  of users).	semantics	Word_choice
It should be resolved when necessary!	It should be resolved occasionally!	semantics	Word_choice
It should serve people,  do harm and discomfort.	It should serve people,  to make harm and discomfort.	semantics	Verb_pattern
It shows a percentage how many people of different ages live a 2000 and how many will live a 2050.	It show a percentage how many people of different ages live a 2000 and how many will live a 2050.	semantics	Verb_pattern
It sounds like a good plan from which both sides can take advantage.	It sounds like a good plan from which both sides can benefit.	semantics	Word_choice
It takes more than hour to get to a gym.	It takes more than hour to go to a gym.	semantics	Word_choice
It teaches children that girls should be quiet and play with dolls, whereas boys should be more agressive and play with with soldiers and when they grown up female do not choose some subjects, because that think that it is not feminine.	It teaches children that girls should be quiet and play dolls, whereas boys should be more agressive and play with soldiers and when they grown up female do not choose some subjects, because that think that it is not feminine.	semantics	Verb_pattern
It were several times more than the sales of eBooks in both these countries  which were 1 billion dollars in Germany  0.5 billion dollars in China.	It were several times more than the development of eBooks in both these countries  which were 1 billion dollars in Germany  0.5 billion dollars in China.	semantics	Word_choice
It will be equal to a little below 30%.	It will be equal to less than 30%.	semantics	Word_choice
It will be silly to accept for instance 2 women and 2 men if it would be better to accept 4 male students with the highest score than female students who have minimal results.	It will be silly accept for instance 2 women and 2 men if it would be better accept 4 male students with the highest score than female students who have minimal results.	semantics	Verb_pattern
It will be silly to accept for instance 2 women and 2 men if it would be better to accept 4 male students with the highest score than female students who have minimal results.	It will be silly accept for instance 2 women and 2 men if it would be better accept 4 male students with the highest score than female students who have minimal results.	semantics	Verb_pattern
It will help young people not to be exposed to this type of entertainment.	It will help young people not to face this type of entertainment.	semantics	Word_choice
It will remain in its minimal proportion of all population.	It will stable in its minimal proportion of all population.	semantics	Word_choice
It will stable the smallest group of all population.	It will stable in its minimal proportion of all population.	semantics	Word_choice
It would be better to check the relevant statistics but it seems reasonable that a lot of crimes are committed by recidivist, people who have already broken the law and then spend time in prison and repeated crimes after deliberation.	It would be better to check the relevant statistics but it seems reasonable that a lot of crimes are committed by recidivist, people who have already broken the law and then spend time in prison and restarted do crimes after deliberation.	semantics	Word_choice
