texts_good	texts_bad	field	error_type
Overall, it can be observed that the most fraction of the students attending Science courses constitute 18-25-year-old students, while 40-year-old people and older constitute the Arts courses.	Overall, it can be observed that the most fraction of the Science courses constitute 18-25-year-old students, while 40-year-old people and older constitute the Arts courses.	discourse	Absence_explanation
Overall, it can be seen on the graph that the percentage of energy from fossil fuels in the United States is the highest nowadays, whereas the percentage of energy from fossil fuels in Sweden is the lowest.	Overall, it can be seen on the graph that the percentage of energy from fossil fuels in the United States is the highest nowadays, whereas the percentage of energy fossil fuels in Sweden is the lowest.	discourse	Absence_comp_sent
Overall, it can be seen that in 2015 China had the highest percentage and Sweden had the lowest.	Overall, it can be seen that in 2015 China had the highest percentage and Sweden the lowest.	discourse	Absence_comp_sent
Overall, it can be seen that men and women in Japan had the highest percentage difference of income throughout the period.	Overall, it can be seen that men and women in Japan had the highest percentage of income throughout the period.	discourse	Absence_comp_sent
Overall, it can be seen that most of the students prefer to study science more than other courses and the number these people reaches 650.	Overall, it can be seen that most of the students prefer to study science more than other courses and the number of people reaches 650.	discourse	Absence_explanation
Overall, it can be seen, average temperatures in Rio de Janeiro  are higher than temperatures in Yakutsk.	Overall, it can be seen, average temperatures in Rio de Janeiro higher than temperatures in Yakutsk.	discourse	Absence_comp_sent
Overall, it can be stated that the number of private is better to be reduced by government if the people want to resolve the problem of air pollution.	Overall, it can be stated the number of private is better to be reduced by government if the people want to resolve the problem of air pollution.	discourse	Absence_comp_sent
Overall, it can be stated the number of private flights is better to be reduced by government if the people want to resolve the problem of air pollution.	Overall, it can be stated the number of private is better to be reduced by government if the people want to resolve the problem of air pollution.	discourse	Absence_comp_sent
To begin with, it is easy to notice thant the number of people older than 65 rises in all three countries.	To begin with, it easy to notice thant the number of people older than 65 rises in all three countries.	discourse	Absence_comp_sent
Overall, it is clear that Japan's proportion of population has another trend in numbers than in other two countries.	Overall, it is clear that Japan's proportion of population has another trend in numbers than other two countries.	discourse	Absence_comp_sent
Overall, it is clear that the percentage of manufactured goods was almost in both kinds of transportation and one of the largest pieces of both charts.	Overall, it is clear that the percentage of manufactured goods was almost the same and one of the largest pieces of both charts.	discourse	Absence_explanation
Overall, it is clear that the largest book market is located in the USA (10,5 billion US Dollars), while the smallest is located in the UK (2,6 billion US Dollars).	Overall, it is clear that the largest book market is located in USA (10,5 billion US Dollars), while the smallest is located in the UK (2,6 billion US Dollars).	discourse	Absence_comp_sent
Overall, it is clear that the market of print books will decrease in 2018, while the market of eBook will rise in the same year.	Overall, it is clear that the market of print will decrease in 2018, while the market of eBook will rise in the same year.	discourse	Absence_comp_sent
Overall, it is clear that men of all ages except those who were 55-64 years old spent more time doing sports exercises than women.	Overall, it is clear that men of all ages except those who 55-64 years old spent more time doing sports exercises than women.	discourse	Absence_explanation
Overall, it is clear that the oldest underground railway system is in London, so the amount of kilometers of route reaches  the highest point, 394 the amount of kilometers.	Overall, it is clear that the oldest underground railway system is in London, so kilometres of route reaches  the highest point, 394 kilometres.	discourse	Absence_explanation
Overall, it is clearly seen that Apple was a leader among other types of smartphone producers.	Overall, it is clearly seen that Apple was a leader among other types of phones.	discourse	Absence_explanation
Overall, it is clearly showingthat the temperature in Yakutsk is lower than that in Rio de Janeiro in the period from January to December.	Overall, it is clearly showingthat the temperature in Yakutsk lower than that in Rio de Janeiro in the period from January to December.	discourse	Absence_comp_sent
Overall, it is crucially important that the number of children without access to primary education was decreasing over the years under observation.	Overall, it is crucially important that the number of children without access to primary education was decreasing over years.	discourse	Absence_explanation
Overall, it is evident that the percentage of the boys and girls who suffered from obesity were growing steadily, while at the same time there were a significant increase in the amount of those who did physical activity in 2005 in comparison to 1990.	Overall, it is evident that the percentage of the boys and girls who suffered from obesity were growing steadily, while at the same time there were a significant increase in those who did physical activity in 2005 in comparison to 1990.	discourse	Absence_explanation
Overall, it is immediately apparent from the graphs that the most popular course among young people was science , whereas sports , and well-being programmes are popular with adults , and art lessons with 40-aged people , and senoirs.	Overall, it is immediately apparent from the graphs that the most popular course among young people was science , whereas sports , and well-being programmes are popular with adults , and art lessons with 40-aged people , and senoirs.	discourse	Absence_comp_sent
Overall, it is perhaps unsurprising that men preferred exercising more than women in 2012, but the popularity of sport is increasing every year and nowadays statistics can show us different results.	Overall, it is perhaps unsurprising that men preferred exercising more than women in 2012, but the popularity of sport increasing every year and nowadays statistics can show us different results.	discourse	Absence_comp_sent
Overall, male graduates were generally inclined to outnumber female counterparts in the majority of the qualification types, with the exception of bachelor's degree and undergraduate diploma.	Overall, male graduates were generally inclined to outnumber female counterparts in the majority of the sectors, with the exception of bachelor's degree and undergraduate diploma.	discourse	Absence_explanation
Overall, most of the systems were built in the XX century, except for London subways (opened in 1863) and LA ones (opened in 2001).	Overall, most of the systems were built in the XX century, except for London subways (opened in 1863) and LA (opened in 2001).	discourse	Absence_comp_sent
Overall, not only has the bar chart shown the main trend of rising popularity of using social networks by the people of 18-29 years old, but it has also pointed out the difference of their audience.	Overall, not only has the bar chart shown the main trend of rising popularity of using social networks by the people of 18-29, but it has also pointed out the difference of their audience.	discourse	Absence_explanation
Overall, it is to say that in all positions post-school qualification among men has a bigger number in comparison with women.	Overall, possible to say that in all positions post-school qualification among men has a bigger number in comparison with women.	discourse	Absence_comp_sent
To begin with, services was the most popular employment sphere as the major part of people who worked there.	To begin with, services was the most popular employment sphere as the major part of people worked there.	discourse	Absence_comp_sent
Overall, I suppose it would be an excellent idea not to come up with a way to decrease the crime level, but to research the current situation in the world to find countries with the lowest crime level and understand the main reasons and aspects of that successful situation.	Overall, suppose it would be an excellent idea not to come up with a way to decrease the crime level, but to research the current situation in the world to find countries with the lowest crime level and understand the main reasons and aspects of that successful situation.	discourse	Absence_comp_sent
Overall, the UK residents were more active travelers than foreigners coming to the UK coming to the period between 1979 and 1999.	Overall, the UK residents were more active travelers than foreigners in the UK in the period between 1979 and 1999.	discourse	Absence_explanation
Overall, the most time is spent by  16-24 years olds, while the least is spent by over 75-year-old retired person As we can see, the biggest gap between men and women is for  16-24 years old.	Overall, the most time is spent by  16-24 years olds, while the least is spent by over 75 year retired person As we can see, the biggest gap between men and women is for  16-24 years old.	discourse	Absence_explanation
To begin witn  borrow and return of the books account  most of  charts in both years  for more than half of  all reasons (65% in 1990 and 55% in 2000).	To begin witn  borrow and return books account  most of  charts in both years  for more than half of  all reasons (65% in 1990 and 55% in 2000).	discourse	Absence_explanation
Overall, the chart doesn't show big difference between 2014 and 2015 , and the rates of 3 regions out of 6 remain stable.	Overall, the chart doesn't show big difference between 2014 and 2015 , and 3 of 6 rates remain stable.	discourse	Absence_explanation
Overall, the chart shows that the amount of time spent on sport activities done by people when they are still young adults is almost 10 times bigger than when they are 75 or older.	Overall, the chart shows that the amount of time spent on sport activities done by people when they are still young adults is almost 10 times bigger than they are 75 or older.	discourse	Absence_comp_sent
Overall, the chart shows, that the highest number of both girls , and boys who don't have access to primary schools concerns to Africa in 2000 , and boys the lowest percentage  is shown in South Asia in 2012.	Overall, the chart shows, that the highest number of both girls , and who don't have access to primary schools concerns to Africa in 2000 , and the lowest percentage  is shown in South Asia in 2012.	discourse	Absence_comp_sent
Overall, the charts below showthat both ways of transportation of goods are extremely popular.	Overall, the charts below showthat both ways transportation of goods are extremely popular.	discourse	Absence_comp_sent
Overall, the consequences of use of modern technology are serious and we have to find out the balance between this trend and every day life.	Overall, the consequences of use of modern technology are serious and it needs to find out the balance between this trend and every day life.	discourse	Absence_explanation
Overall, the decrease of time spent on exercising as people grow can be observed , as well as the factthat during most of the age periods men used to train more than women.	Overall, the decrease of excercising as people grow can be observed , as well as the factthat during most of the age periods men used to train more than women.	discourse	Absence_explanation
Overall, the difference in the values of Brazil temperature is 12 degrees and as for Russia it is 60.	Overall, the difference in the values of Brazil temperature is 12 and as for Russia it is 60.	discourse	Absence_explanation
Overall, the difference in the values of Brazil temperature is 12 and as for Russia it is 60 degrees.	Overall, the difference in the values of Brazil temperature is 12 and as for Russia it is 60.	discourse	Absence_explanation
Overall, the graph shows that Facebook is the most common site among the three social networks surveyed , and the young are the most active users of the social networks.	Overall, the graph shows that Facebook is the most common site among mentioned , and the young are the most active users of the social networks.	discourse	Absence_explanation
Overall, the graph shows the tendency of reduction the number  of uneducated childrens from 2000 to 2012 in different countries.	Overall, the graph shows the tendency of reduction the number  of uneducated childrens from 2000 to 2012 in different.	discourse	Absence_comp_sent
Overall, the highest number of workers is in both countries we can see is in the sector of services, whereas the least popular sector among female and male workers of Indonesia is is industry and agriculture is in Australia.	Overall, the highest number of workers in both countries we can see in the sector of services, whereas the least popular sector among female and male workers of Indonesia is industry and agriculture in Australia.	discourse	Absence_comp_sent
Overall, the highest number of workers in both countries we can see in the sector of services, whereas the least popular sector among female and male workers of Indonesia is industry and , and the least popular sector in Australia is agriculture.	Overall, the highest number of workers in both countries we can see in the sector of services, whereas the least popular sector among female and male workers of Indonesia is industry and agriculture in Australia.	discourse	Absence_comp_sent
Overall, the increase of eBook sales is predicted in all of these countries.	Overall, the increasing of eBooks is predicted in all of these countries.	discourse	Absence_explanation
Overall, the largest group of be goods transporteded by rail is metals - 35%, while food products is preferred to be goods transported by road more than other goods.	Overall, the largest group of be transporteded by rail is metals - 35%, while food products is preferred to be transported by road more than other goods.	discourse	Absence_explanation
Overall, the main tendency is seen clearly: the correlation in percentage number and reasons is the same for men and women and	Overall, the main tendency is seen clearly: the correlation in percentage number and reasons is the same for men and	discourse	Absence_explanation
Overall, the main tendency that is clearly seen from the bar chart is the decrease in the time people do exercise and sport.	Overall, the main tendency that is clearly seen from the bar chart is the decrease in the time doing exercise and sport.	discourse	Absence_explanation
Overall of their, the main trend is that male do exercises more often than female during almost all of their life besides the age from 55 to 64.	Overall, the main trend is that male do exercises more often than female during almost all life besides the age from 55 to 64.	discourse	Absence_explanation
Overall, the main trend is the growth of this population sector in all countries.	Overall, the main trend is the growth of this population in all countries.	discourse	Absence_explanation
Overall, the most developed country in this industry was USA in 2014 and would probably be the first one in the future.	Overall, the most developed country in this industry was USA in 2014 and would probably be the first in the future.	discourse	Absence_explanation
Overall, the most noticeable trend is that in 2011 developed countries and the world total investment spent the greatest amount of their money in comparison to other years.	Overall, the most noticeable trend is that in 2011 developed countries and the world total spent the greatest amount of their money in comparison to other years.	discourse	Absence_comp_sent
Overall, the most popular items provided by rail were metals, although by the road there were transported food products more, than other goods.	Overall, the most popular items provided by rail were metals, although by the road transported food products more, than other goods.	discourse	Absence_comp_sent
Overall, the most significant part of both charts is made up by manufactured goods about 25-30%.	Overall, the most significant part of both charts is manufactured goods about 25-30%.	discourse	Absence_explanation
Overall, the most significant part of both charts is manufactured goods at about 25-30%.	Overall, the most significant part of both charts is manufactured goods about 25-30%.	discourse	Absence_comp_sent
Overall, the peak  time was in the group of people 16 - 24 years old, while the lowest figures were recorded in people over 75-year-old age the group.	Overall, the peak  time was in the group of people 16 - 24 years old, while the lowest figures were in people over 75-year-old age the group.	discourse	Absence_comp_sent
Overall, the percentage of boys and girls who did not get a primary education in the rest countries decreased from 2000 to 2012.	Overall, the percentage of boys and girls without a primary education in the rest countries decreased from 2000 to 2012.	discourse	Absence_comp_sent
Overall, the percentage of people aged 65 and over have been rising and will rise steadily in different regions of the world but Asian countries tend to have the highest indicators.	Overall, the percentage of people aged 65 and over rises steadily in different regions of the world but Asian countries tend to have the highest indicators.	discourse	Absence_explanation
Overall, the percentage of overweight teenagers as well as of those who had sport practice has significantly increased over the years.	Overall, the percentage of overweight teenagers as well as the sport practice has significantly increased over the years.	discourse	Absence_explanation
Overall, the structure of the population in the UK and in the USA in 2015 was different.	Overall, the population in the UK and in the USA in 2015 was different.	discourse	Absence_explanation
Overall, the prevalent reason (to take or to return a book) why people visit libraries remains the same in both years.	Overall, the prevalent reason (to take or to return a book) people visit libraries remains the same in both years.	discourse	Absence_explanation
Overall, the the number of uneducated children in the rest of the world has not reduced very much during 12 years.	Overall, the rest of world has not reduced very much during 12 years.	discourse	Absence_explanation
Overall, the situation in the world had improved from 2000 to 2012  for children's access to education, especially more girls .	Overall, the situation in the world had improved from 2000 to 2012  uneducated children, especially more girls .	discourse	Absence_comp_sent
Overall, the situation in the world had improved from 2000 to 2012  uneducated children, especially for girls  .	Overall, the situation in the world had improved from 2000 to 2012  uneducated children, especially more girls .	discourse	Absence_comp_sent
Overall, the situation where a popular and multinational company replaces small local business has both pros and cons.	Overall, the situation where a popular and multinational company replaces small local business has pros and cons.	discourse	Absence_comp_sent
Overall, the structure of goods transported by road and by rail is different.	Overall, the structure of goods transported by road and rail is different.	discourse	Absence_comp_sent
Overall, the situation  in all three countries has changed (the percentage of the population aged 65 has increased ), the biggest changes happened in Japan.	Overall, the situation  in all three countries has changed (the population aged 65 has increased ), the biggest changes happened in Japan.	discourse	Absence_explanation
Overall, the temperature in Yakutsk is more flexible then in Rio de Janeiro, and winter in Rio de Janeiro is a bit warmer then summer.	Overall, the temperature in Yakutsk is more flexible then in Rio de Janeiro, and winter in Rio de Janeiro a bit warmer then summer.	discourse	Absence_comp_sent
Overall, the young generation was doing sport frequently than  the older and with increasing  age the time which was spent on sport was declining except at the age groups 55-64.	Overall, the young generation was doing sport frequently than  the older and with increasing  age the time which was spent on sport was declining except the age groups 55-64.	discourse	Absence_comp_sent
Overall, there are only 2 regions where the unemployment rate was stable during the period in question, while in other 2 regions it decreased and in the last one it went up.	Overall, there are only 2 regions where the unemployment rate was stable during the period in question, while in other 2 regions it decreased and in the last one went up.	discourse	Absence_comp_sent
Overall, there is a declin the amount ofin the amount ofg tendency in the amount of time men and women spend doin the amount ofg sports and exercises.	Overall, there is a declining tendency in time men and women spend doing sports and exercises.	discourse	Absence_explanation
Overall, there is a tendency for the rise in the percentage of overweight children throughout the given period despite the increase in the proportion of those who exercised on a regular basis.	Overall, there is a tendency for the rise in the percentage of overweight children throughout the given period despite the increase in those who exercised on a regular basis.	discourse	Absence_explanation
Overall, there is a trend of increase in the number of people from 60 years old both in Yemen and in Italy from 2000 to 2050.	Overall, there is a trend of increase the number of people from 60 years old both in Yemen and in Italy from 2000 to 2050.	discourse	Absence_comp_sent
Overall, there is an evident tendency to transport heavy goods such as metals by trains and light objects such as food and manufactured goods by road vehicles.	Overall, there is an evident tendency to transport heavy goods such as metals by trains and light objects such as food and manufacture by road vehicles.	discourse	Absence_explanation
Overall, there was an upward trend standing with 100 $bn of investment in 2006 and ending 214 $ bn in 2014 in the world total investment.	Overall, there was an upward trend standing with 100 $bn of investment in 2006 and ending 214 $ bn in 2014 in the world total.	discourse	Absence_comp_sent
Overall, there was approximately equal proportion for both sexes in all countries except South Asia in 2000.	Overall, there was approximately equal proportion for both sexes except South Asia in 2000.	discourse	Absence_comp_sent
Overall, these people who have diffent ideas are, for example, actors, authors, writer, sculptor.	Overall, these people, such have diffent ideas, for example, actors, authors, writer, sculptor.	discourse	Absence_comp_sent
Overall, the problem of teenagers' crimes is very serious in our world , and it can take a lot of time to solve it.	Overall, this problem is very serious in our world , and it can take a lot of time to solve it.	discourse	Absence_explanation
Overall, this table indicates that the majority of underground systems was created in 20th century (exceptions  are London's  and Los Angeles's  subways).	Overall, this table indicates that the majority of undergrounds was created in 20th century (exceptions  are London's  and Los Angeles's  subways).	discourse	Absence_explanation
Overall, the two graphs help to make a conclusion that the weather in Rio de Janeiro is warmer than that in Yakutsk.	Overall, the two graphs help to make a conclusion that the weather in Rio de Janeiro warmer than that in Yakutsk.	discourse	Absence_comp_sent
Overall, we can see that in 2000 the number of children who could not get a primary school education was significantly higher than it was.	Overall, we can see that in 2000 the number of children who could not get a primary school education was significantly higher than in 2012.	discourse	Absence_comp_sent
Overall, we can see that men did sport and exercises more than women at any people aged, except in the group of people aged from 55 to 64.	Overall, we can see that men did sport and exercises more than women at any age, except in the group of age from 55 to 64.	discourse	Absence_explanation
Overall, we can see that the newest underground systems are shorter in kilometers of route , and fewer citizens use them compared to railway systems which were built before 1981.	Overall, we can see that the newest undegrounds are shorter in kilometers of route , and fewer citizens use them compared to railway systems which were built before 1981.	discourse	Absence_comp_sent
Overall, what stands out from the graph is that people of both genders decreased their time for sports activities throughout the year.	Overall, what stands out from the graph is that people of both genders decreased their time for spot throughout the year.	discourse	Absence_comp_sent
In overview, we can see 4 columns: City; the date of opening; kilometers of route; passengers per year.	Overview, we can see 4 columns: City; the date of opening; kilometers of route; passengers per year.	discourse	Absence_comp_sent
Overview, we can see 4 columns: the name of the city; the date of opening; kilometers of route; passengers per year.	Overview, we can see 4 columns: City; the date of opening; kilometers of route; passengers per year.	discourse	Absence_comp_sent
Otherwise  some factors make people think that having equal numbers of male and female students is important.	Otherwise  some factors make people think that equal number of male and female students is important.	discourse	Absence_comp_sent
Parents can show and teach them how to choose a good company.	Parents can show and teach how to choose a good company.	discourse	Absence_comp_sent
Parents should spend more of their time with children and pay attention to their studies and to their life.	Parents should spend more their time with children and pay attention to their studies and to their life.	discourse	Absence_comp_sent
Parents should take care of their children and explain how vital it is not to commit a crime and think about their future.	Parents should take care of their children and explain how vital is not to commit a crime and think about their future.	discourse	Absence_comp_sent
Paris's  underground railway  is longer than  Tokyo's  but the amount of passengers per year is  1192 million.	Paris's  railway is longer than  Tokyo's  but the amount of passengers per year is  1192 million.	discourse	Absence_explanation
Paris takes second place in how many people use the subway in a year: it's in 1191 millions, but the number of kilometres of the route bigger - 199.	Paris takes second place in how many people use the subway in a year: it's in 1191 millions, but kilometres of the route bigger - 199.	discourse	Absence_explanation
Paris takes second place in how many people use the subway in a year: it's in 1191 millions, but kilometres of the route is bigger - 199.	Paris takes second place in how many people use the subway in a year: it's in 1191 millions, but kilometres of the route bigger - 199.	discourse	Absence_comp_sent
Particularly, a big majority of adults from 18 to 29 years old use this network.	Particularly, a big majority of adults from 18 to 29 use this network.	discourse	Absence_comp_sent
Payengaged intog attentito to the data gathered, it is possible to state that the young generatito (18-25 years old) were engaged intoto science more than engaged into any other courses (55%), whilst toly 30% of the group of 26-40 years old had the same preference.	Payintog attentito to the data gathered, it is possible to state that the young generatito (18-25 years old) were intoto science more than into any other courses (55%), whilst toly 30% of the group of 26-40 years old had the same preference.	discourse	Absence_comp_sent
On the contrary about in German  the development of "Print 2014" and "Print 2018" acquires equal level namely, 6 billion dollars.	On the contrary about German  the development of "Print 2014" and "Print 2018" acquires equal level namely, 6 billion dollars.	discourse	Absence_comp_sent
Peak time when participatforg for sports activities for men is 282.1 mforutes, for women it is 114.1, maforly for the age of 16- 24.	Peak time when participatforg for sports activities for men is 282.1 mforutes, for women is 114.1, maforly for the age of 16- 24.	discourse	Absence_comp_sent
People aged 50+ have little interest in Instagram, given the percentage numbers of its users among these people are 11% for 50-64 age group and 6% for 65+.	People aged 50+ have little interest in Instagram, given 11% for 50-64 age group and 6% for 65+.	discourse	Absence_explanation
People all over the world try to explain how person develops himself and what influence on his or her personality.	People all over the world try to explain how person develops and what influence on his or her personality.	discourse	Absence_explanation
People are always in a hurry , and they have to eat in fast food restaurant which negatively affects them.	People always in hurry , and they have to eat in fast food restaurant which negatively affects them.	discourse	Absence_comp_sent
People always want to improve some details of the buildings, make them more attractive for others.	People always to improve some details of the buildings, make them more attractive for others.	discourse	Absence_comp_sent
People always want to watch a new film or listen to new music even if it is a crime and	People always want to watch new film or listen new music even it is a crime and	discourse	Absence_comp_sent
People  over 75 years old did the least sports in comparison with other ages, especially women - 10 minutes.	People  over 75 years did the least sports in comparison with other ages, especially women - 10 minutes.	discourse	Absence_comp_sent
People can build fewer factories, buy fewer cars and do some other things.	People can build fewer factories, buy fewer cars and some other things.	discourse	Absence_comp_sent
People can create everything and enjoy art, that was created by other people.	People can create everything and enjoy art, that created by other people.	discourse	Absence_comp_sent
People cannot sell their products at lower prices because they need to have income, newertheless buyers are not interested in it, because they can find another type from a large multinational brand, even if it is overestimated and overpriced.	People cannot sell their products at lower prices because they need to have income, newertheless buyers are not interested in it, because they can find another type from a large multinational brand, even it is overestimated and overpriced.	discourse	Absence_comp_sent
People do not know, for example, what effect virtual reality has on them.	People do not know, for example, what effect virtual reality has.	discourse	Absence_explanation
People do not mention them in front of their faces or just do not want to see them , because they do not believe in them being good enough.	People do not mention them in front of their faces or just do not want to , because they do not believe in them being good enough.	discourse	Absence_comp_sent
People don't want to spend money on a thing they are little inonmed about, but when we, on example, get a possibility to listen some musician on free, it's easier on us to make a decision about buying tickets to  his/her concert.	People don't want to spend money on a thing they are little inonmed about, but when we, on example, get a possibility to listen some musician on free, it's easier on us to make a decision about buying tickets to  his concert.	discourse	Absence_explanation
People aged from 18 to 25 years  were more interested in science courses (55%) , whereas people 40 years  and older were more interested in arts courses (45%).	People from 18 to 25 years  were more interested in science courses (55%) , whereas people 40 years  and older were more interested in arts courses (45%).	discourse	Absence_comp_sent
People from 18 to 25 years  were more interested in science courses (55%) , whereas people aged 40 years  and older were more interested in arts courses (45%).	People from 18 to 25 years  were more interested in science courses (55%) , whereas people 40 years  and older were more interested in arts courses (45%).	discourse	Absence_comp_sent
People from the 30-49 age group use Facebook and LinkedIn more actively than Instagram.	People from the 30-49 age group use Facebook and LinkedIn more than Instagram.	discourse	Absence_explanation
People from the group "over 49" are studying for interest in general, but also they receive the amount of support from employers.	People from the group "over 49" are studying for interest in general, but also they receive the amount from employers.	discourse	Absence_explanation
People have different views on health , and whether if we increase the number of sport schools, gyms, fitness clubs , and other sports organization, would it help in our heath?	People have different views on health , and whether if we increase the number of sport schools, gyms, fitness clubs , and other sports organization, would help in our heath?	discourse	Absence_comp_sent
People having the the age 15-59 years old old are located the second place, and people in the age 60 and more years old old are very little number, approximately 3,6 per cent.	People having the the age 15-59 years old old are located the second place, and people in the age 60 and more years old old are very little number, approximately 3,6 per cent.	discourse	Absence_explanation
People having the the age 15-59 years old old are located the second place, and people in the age 60 and more years old old are very little in number, approximately 3,6 per cent.	People having the the age 15-59 years old old are located the second place, and people in the age 60 and more years old old are very little number, approximately 3,6 per cent.	discourse	Absence_comp_sent
The number of people in 15-59 ages group will raise on 10 per cent compared with 2000 in Yemen.	People in 15-59 ages group will raise on 10 per cent compared with 2000 in Yemen.	discourse	Absence_comp_sent
People in the 15-59 years old age group will raise on 10 per cent compared with 2000 in Yemen.	People in 15-59 ages group will raise on 10 per cent compared with 2000 in Yemen.	discourse	Absence_comp_sent
People at summertime do not use heatatg at night, that's why at 12 p.m. at the night the amount of electricity units decreased.	People at summertime do not use heatatg at night, that's why at 12 p.m. at the night units of electricity decreased.	discourse	Absence_explanation
People need to pay more attention to small businesses than global ones maybe they can find something better and new than they can buy from larges.	People need to pay more attention to small businesses than global maybe they can find something better and new than they can buy from larges.	discourse	Absence_comp_sent
People should to buy products very carefully and check in what country this product was produce, because usually import food is not naturaly because to transport food from one country to another people need a long time, but in this time food can't to be fresh and people to use different chemistry, which is very dangerous for health every person and special children.	People should to buy products very carefully and check in what country this product was produce, because usually import food is not naturaly because to transport food from one country to another people need a long time, but in this time food can't to be fresh and people to use different chemistry, which very dangerous for health every person and special children.	discourse	Absence_comp_sent
People should try to eat healthy food and restrict themselves from eating of fast-food, chips, gas-water like cola, etc.	People should try to eat healthy food and restrict eating of fast-food, chips, gas-water like cola, etc.	discourse	Absence_comp_sent
People should watch both kinds of films to broaden their horizons and not to forget where they were born and what their home looks like.	People should watch both kinds of films to broaden their horizons and not to forget where they born and what their home looks like.	discourse	Absence_comp_sent
People should do what is more valuable for them - their little creation or work.	People should what is more valuable for them - their little creation or work.	discourse	Absence_comp_sent
People spend hours on them and then they are late with their projects and work tasks.	People spend hours on them and then they are late with their projects and work.	discourse	Absence_explanation
People start working there, watching the process, solving problems and making deals.	People start working there, watching the process, solving problems and deals.	discourse	Absence_comp_sent
People suppose that it is natural and for boys it is easier to study math than philology and the opposite is for girls.	People suppose that it is natural and for boys it is easier to study math than philology and the opposite for girls.	discourse	Absence_comp_sent
People try to discourage sportsmen from using illegal drugs by banning those who were caught from competing for 2 years.	People try to discourage them by banning those who were caught from competing for 2 years.	discourse	Absence_explanation
People under 26 are studying for a career actually, and more than 60 per cent of them received the amount of support from employers.	People under 26 are studying for a career actually, and more than 60 per cent of them received the amount from employers.	discourse	Absence_explanation
People underst, and it , and they will enroll at new sports facilities , and improve their health, because  sport is not only health, but it is entertainment , too.	People underst, and it , and they will new sports facilities , and improve their health, because  sport is not only health, but it is entertainment , too.	discourse	Absence_comp_sent
People underst, and it , and they will new sports facilities , and improve their for health, because  sport is not only for health, but it is entertainment , too.	People underst, and it , and they will new sports facilities , and improve their health, because  sport is not only health, but it is entertainment , too.	discourse	Absence_comp_sent
People use it to stay in touch with each other, to send photos and videos. While the second one, Instagram, is a less popular social network  it also allows people sharing photos and videos..	People use it to stay in touch with each other, to send photos and videos. While the second one, Instagram, is a less popular social network  also allows people sharing photos and videos..	discourse	Absence_comp_sent
People use their opportunities to realize bad ideas.	People use their opportunities for bad ideas.	discourse	Absence_comp_sent
Peope are very busy in the 21st century and dfor't have time for sports exercises.	People very busy in the 21st century and dfor't have time for sports exercises.	discourse	Absence_comp_sent
People want to give their children the best possible education. so they are widely discussing education storards. programmes or laws. but there is some thinking to be done about events or activities happening outside the class. For example. some people believe that one of the compulsory parts of high school education should be unpaid community service. which involves working For a charity. improving the neighbourhood or meeting some other needs.	People want to give their children the best possible education. so they are widely discussing education storards. programmes or laws. but there is some thinking to be done about events or activities happening outside the class. For example. some people believe that one of the compulsory parts of high school education should be unpaid community service. which involves working For a charity. improving the neighbourhood or other.	discourse	Absence_explanation
People who are afraid sea can forget about travel on holidays to other continents.	People who afraid of sea can forget about travel on holidays to other continents.	discourse	Absence_comp_sent
People who claim so stress that it is not necessary to think about beauty while making the building.	People who claim so stress that it is not necessary to think about beauty making the building.	discourse	Absence_comp_sent
People who named the family say that family members influence to each other every day and it is very important to the small child, because he or she has not another factors of changing and this factors may do not changing for years.	People who named the family influence to each other every day and it is very important to the small child, because he or she has not another factors of changing and this factors may do not changing for years.	discourse	Absence_comp_sent
The amount of people was who use Blackberry's and HTC's products approximately equal from 2011.	People who use Blackberry's and HTC's products approximately equal from 2011.	discourse	Absence_explanation
The amount of people whose age 60 and more was 24,1%, it more than Yemen by 20,5%.	People whose age 60 and more was 24,1%, it more than Yemen by 20,5%.	discourse	Absence_comp_sent
People whose age is 60 and more was 24,1%, it more than Yemen by 20,5%.	People whose age 60 and more was 24,1%, it more than Yemen by 20,5%.	discourse	Absence_comp_sent
People whose age 60 and more was 24,1%, it was more than Yemen by 20,5%.	People whose age 60 and more was 24,1%, it more than Yemen by 20,5%.	discourse	Absence_comp_sent
People whose age 60 and more was 24,1%, it more than in Yemen by 20,5%.	People whose age 60 and more was 24,1%, it more than Yemen by 20,5%.	discourse	Absence_comp_sent
People will be become less and less interested in owning business, thats why economy will be in bad condition.	People will become less and less interested in owning business, thats why economy will in bad condition.	discourse	Absence_comp_sent
People will have more possibilities to do sports.	People will have more possibilities to sports.	discourse	Absence_comp_sent
People will listen to music or watch films for free and want to buy more of them.	People will listen or watch films for free and want to buy more of them.	discourse	Absence_explanation
People will spend more time with their friends , and relatives doing sport activities , and their health will improve, too.	People will spend more time with their friends , and relatives doing sport activities , and their health will improve.	discourse	Absence_comp_sent
People would be more satisfied with lifeif there was more nice things which would amaze us with their beauty.	People would be more satisfied with lifeif there was more which would amaze us with their beauty.	discourse	Absence_comp_sent
People, that support that point of view, highlight situations wtheyn sportsmen didn't know that they used illegal drugs: for example, because of new rules or because their doctor was not aware of essential information and gave them illegal medicines.	People, that support that point of view, highlight situations wtheyn sportsmen didn't know that they used illegal drugs: for example, because of new rules or because their doctor was not aware of essential information and gave illegal medicines.	discourse	Absence_comp_sent
